game,avg_playtime
"GemCraft - Chasing Shadows",12.9
"Dead Rising 2 Off the Record",12.9
HAWKEN,12.8754545454545
"Sleeping Dogs Definitive Edition",12.7769230769231
"Orcs Must Die! 2",12.7755319148936
"Transformers Fall of Cybertron",12.7375
"Wallace & Gromit Ep 3 Muzzled!",12.7
"Metal Planet",12.7
GALAK-Z,12.7
Rocksmith,12.6888888888889
"Game of Thrones ",12.68125
"Batman Arkham Asylum GOTY Edition",12.6763636363636
"MEDIEVAL Total War - Gold Edition",12.6333333333333
Warface,12.6233532934132
"Sherlock Holmes versus Jack the Ripper",12.6
Salt,12.6
"Gray Matter",12.6
"Company of Heroes Europe at War",12.6
"Beyond Space",12.6
"Hitman Absolution",12.5922535211268
"Call of Duty Black Ops II",12.5672566371681
Firefall,12.5512820512821
"Warhammer 40,000 Dawn of War  Soulstorm",12.528
"Sherlock Holmes Crimes and Punishments",12.5
"Aliens vs. Predator",12.4931506849315
"The Tiny Bang Story",12.4666666666667
"Arx Fatalis",12.46
"LEGO Batman The Videogame",12.4333333333333
Cosmonautica,12.4333333333333
"Castle of Illusion",12.4
"The Mighty Quest For Epic Loot",12.3878048780488
"Command and Conquer 4 Tiberian Twilight",12.3789473684211
"Shadow Harvest Phantom Ops",12.35
"Half-Life 2 Update",12.3111111111111
"Why So Evil",12.3
"Sid Meier's Starships",12.3
"Nancy Drew Shadow at the Water's Edge",12.3
"Dead Rising 3",12.3
"Bound By Flame",12.2428571428571
"Serious Sam 3 BFE",12.2027397260274
"Quantum of Solace",12.2
"New Star Soccer 5",12.2
"FINAL FANTASY XIII-2",12.2
"Everyday Genius SquareLogic",12.2
"Call of Cthulhu Dark Corners of the Earth",12.2
"Game Dev Tycoon",12.1985915492958
"Magic Duels",12.1957142857143
"TOME Immortal Arena",12.125
AirMech,12.1232558139535
"FlatOut Ultimate Carnage",12.1166666666667
"Bloodline Champions",12.1041666666667
Oniken,12.1
"EverQuest II",12.1
"Call of Duty Black Ops II - Zombies",12.0773913043478
"Rayman Origins",12.06
"Galactic Civilizations II Ultimate Edition",12.0083333333333
"Space Colony",12.0
"Amazing Adventures Around the World",12.0
"AKIBA'S TRIP Undead & Undressed",12.0
"Half-Life 2",11.9671348314607
"Planetary Annihilation",11.9575757575758
"Dead Island Riptide",11.9528301886792
"DmC Devil May Cry",11.9348837209302
"King's Bounty The Legend",11.9111111111111
"Shovel Knight",11.9071428571429
Maia,11.9
"Alan Wake",11.875
"Star Wars Empire at War Gold",11.7975
"Star Conflict",11.7925925925926
"Project Zomboid",11.7378378378378
"Legend of Grimrock",11.7057142857143
Squad,11.65
"Star Wars Jedi Knight Jedi Academy",11.6351351351351
Cradle,11.6333333333333
"Shadowrun Returns",11.61
"Alien Isolation",11.5806451612903
"Pandora First Contact",11.55
"Tales from the Borderlands",11.5466666666667
"Assassin's Creed",11.5388888888889
"Keen Dreams",11.5
"Dynasty Warriors 8 - Empires",11.5
"Command and Conquer 3 Kane's Wrath",11.4833333333333
"Enemy Front",11.42
"Divinity II Developer's Cut",11.4083333333333
"World of Mixed Martial Arts 3",11.4
"Sherlock Holmes Nemesis",11.4
"Panzer Tactics HD",11.4
"Fallout Tactics",11.4
LISA,11.3833333333333
"Lifeless Planet",11.34
"Tabletop Simulator",11.3277777777778
"The Campaign Series Fall Weiss",11.3
"Tap Heroes",11.3
"Railroad Pioneer",11.3
"PT Boats Knights of the Sea",11.3
"SpellForce Platinum Edition",11.3
"The Walking Dead Season Two",11.2708333333333
"King's Quest",11.2333333333333
"Franchise Hockey Manager 2",11.2
"Fortix 2",11.2
"Cities XL Platinum",11.2
Spelunky,11.1411764705882
"Blade Symphony",11.1166666666667
"The Incredible Adventures of Van Helsing II",11.1071428571429
"Absconding Zatwor",11.1
"Overlord II",11.0827586206897
"Homeworld Remastered Collection",11.05
"Risk of Rain",11.0466666666667
"Sid Meier's Civilization IV Warlords",11.03
"Dungeon Defenders II",11.0235294117647
"Sid Meier's Ace Patrol",11.0
"Pat & Mat",11.0
"Fable - The Lost Chapters",10.9916666666667
"Rebel Galaxy",10.98
"Counter-Strike Nexon Zombies",10.9461956521739
"Castle Story",10.94
"Need for Speed Hot Pursuit",10.9392857142857
"Phantom Breaker Battle Grounds",10.9333333333333
"Grand Theft Auto San Andreas",10.9044247787611
"Secret Of Magia",10.9
"Freight Tycoon Inc.",10.9
Panzar,10.8941176470588
"Cities XL 2011",10.8714285714286
"Grand Ages Rome",10.8666666666667
"Never Alone (Kisima Ingitchuna)",10.8166666666667
SOMA,10.8076923076923
"The Lady",10.8
Dex,10.8
DeathSpank,10.8
"Grey Goo",10.8
"Fallout 2",10.7772727272727
"The Long Dark",10.7758620689655
"Kings Bounty Legions",10.7666666666667
"DiRT 2",10.756
"On the Rain-Slick Precipice of Darkness, Episode One",10.72
Towns,10.7
"Lost Planet 3",10.7
"Championship Manager 2010",10.7
"The Incredible Adventures of Van Helsing",10.6894736842105
"X-COM UFO Defense",10.6666666666667
"Space Empires IV Deluxe",10.6666666666667
Magicka,10.6414507772021
"Dungeon Defenders Eternity",10.6333333333333
"America's Army 3",10.61875
"Nimble Writer",10.6
"Castle In The Darkness",10.6
"Call of Duty Black Ops - OSX",10.6
"Agarest Zero",10.6
"Realm of the Mad God",10.575
"Escape Goat",10.5666666666667
"TowerFall Ascension",10.5571428571429
"DiRT Rally",10.5388888888889
"TyranoBuilder Visual Novel Studio",10.5
"Indigo Prophecy",10.5
"Hotline Miami 2 Wrong Number",10.4888888888889
"The Golf Club",10.45
"Sniper Elite V2",10.4282485875706
"Ryse Son of Rome",10.4052631578947
Sanitarium,10.4
"M.U.D. TV",10.4
"Depth Hunter 2 Deep Dive",10.4
"F.E.A.R. 2 Project Origin",10.3868421052632
"Duke Nukem Forever",10.365
"DUNGEONS - Steam Special Edition",10.3555555555556
"Injustice Gods Among Us Ultimate Edition",10.3510638297872
"Emergency 2013",10.35
Aion,10.35
"Call of Duty Advanced Warfare",10.2903846153846
"Plague Inc Evolved",10.2622222222222
"realMyst Masterpiece Edition",10.25
"Rugby League Team Manager 2015",10.25
"Bully Scholarship Edition",10.2260869565217
"Heroes of Might & Magic V",10.1916666666667
"Gratuitous Space Battles",10.1736842105263
"War for the Overworld",10.1545454545455
"Space Hulk Ascension",10.15
"FreeStyle2 Street Basketball",10.1483516483516
Singularity,10.1375
Verdun,10.1333333333333
"Warhammer 40,000 Armageddon",10.1
"Ballad of Solar",10.1
"Cook, Serve, Delicious!",10.0909090909091
Deadpool,10.0769230769231
"To End All Wars",10.05
"METAL GEAR RISING REVENGEANCE",10.05
"Rome Total War - Alexander",10.0444444444444
"Star Wars - Battlefront II",10.036036036036
"Dead Space 2",10.0333333333333
"Bad Hotel",10.0
"Aliens Colonial Marines",9.96363636363636
"The Book of Unwritten Tales",9.95555555555556
Subnautica,9.91538461538462
"The Wolf Among Us",9.90681818181818
"Guild Wars Trilogy",9.9
"Angels of Fasaria Version 2.0",9.9
"Valkyria Chronicles",9.89310344827586
"Universe at War Earth Assault",9.87777777777778
"Cave Story+",9.87586206896552
"Cossacks Back to War",9.875
"RollerCoaster Tycoon 2 Triple Thrill Pack",9.8625
"Heroes & Generals",9.84925373134328
"Company of Heroes",9.84193548387097
"Gauntlet ",9.83636363636364
"Broken Age",9.83125
"Dungeon of the Endless",9.81111111111111
"RPG Maker 2000",9.8
"RUNNING WITH RIFLES",9.8
"Resident Evil Revelations 2 / Biohazard Revelations 2",9.78571428571429
"Need for Speed Undercover",9.68333333333333
"Planetary Annihilation TITANS",9.64545454545454
"A.R.E.S. Extinction Agenda EX",9.6
"Disciples II Gallean's Return",9.56
"Red Faction Guerrilla Steam Edition",9.54418604651163
"Stronghold 3",9.53333333333333
"Bloody Good Time",9.53333333333333
Skullgirls,9.53125
"Fable Anniversary",9.51176470588235
"Letter Quest Grimm's Journey",9.5
"Eufloria HD",9.5
"The Raven - Legacy of a Master Thief",9.475
"Big Pharma",9.46666666666667
"Mystery PI The Vegas Heist",9.45
"MXGP - The Official Motocross Videogame",9.45
"Insaniquarium! Deluxe",9.45
Thief,9.37794117647059
"Invisible, Inc.",9.37777777777778
"Skulls of the Shogun",9.375
"Royal Quest",9.36666666666667
"Harvest Massive Encounter",9.36666666666667
"Gotham City Impostors Free To Play",9.34411764705882
"Warmachine Tactics",9.3
"ArtRage Studio Pro",9.3
"Rogue Shooter The FPS Roguelike",9.3
"Command and Conquer 3 Tiberium Wars",9.28333333333333
"Farm for your Life",9.25
"Anna's Quest",9.25
"Defense Grid 2",9.24615384615385
LYNE,9.24444444444445
"F1 2014",9.225
"Rise of Nations Extended Edition",9.21538461538461
Depth,9.2037037037037
"Super 3-D Noah's Ark",9.2
Parcel,9.2
Strife,9.19705882352941
"Sid Meier's Railroads!",9.17857142857143
"Lego Harry Potter",9.17692307692308
"Survival Postapocalypse Now",9.16666666666667
"Orcs Must Die!",9.14193548387097
"Call of Duty Ghosts",9.11571428571429
"Dawn of Discovery",9.1
"RACE 07",9.0675
"Alien Breed 3 Descent",9.06666666666667
"Tony Hawk's Pro Skater HD",9.06666666666667
"Dragon's Prophet",9.06666666666667
"The Cave",9.05
"Transformers War for Cybertron",9.03333333333333
"Hotel Dash",9.0
"Airport Madness World Edition",9.0
"Spacebase DF-9",8.98571428571429
"KickBeat Steam Edition",8.98333333333333
"Saints Row Gat out of Hell",8.95
"Metro 2033",8.94685714285714
"GRID Autosport",8.93448275862069
"Unreal Tournament 3 Black Edition",8.91621621621622
"State of Decay Year-One",8.9
Starscape,8.9
"Magical Diary",8.9
Build-A-Lot,8.9
Boid,8.9
"Deus Ex Human Revolution - The Missing Link",8.88636363636364
"Resident Evil 5 / Biohazard 5",8.859375
"Divinity Original Sin Enhanced Edition",8.85714285714286
"Metro Last Light Redux",8.85357142857143
"EasyAntiCheat eSports",8.8125
"Sacred Citadel",8.8
Omegalodon,8.8
"Legends of Aethereus",8.8
"Men of War Condemned Heroes",8.8
"The Chronicles of Riddick Assault on Dark Athena",8.75714285714286
"Max Payne 2 The Fall of Max Payne",8.7
"Heroes of Might & Magic V Hammers of Fate",8.7
"100% Orange Juice",8.7
"Pirates, Vikings, & Knights II",8.68666666666667
Unepic,8.67777777777778
"MASSIVE CHALICE",8.675
Mafia,8.65
"Fearless Fantasy",8.65
"Infested Planet",8.63333333333333
"Serious Sam HD The Second Encounter",8.62566371681416
"Letter Quest Grimm's Journey Remastered",8.6
"Ether One",8.6
"Elven Legacy",8.6
Crimsonland,8.6
"Ultimate General Gettysburg",8.58
"Alien Breed Impact",8.58
"X3 Terran Conflict",8.57222222222222
SpaceChem,8.55454545454545
"The Evil Within",8.55
"Mystery P.I. The Lottery Ticket",8.55
"Street Fighter IV",8.54444444444444
"NOT A HERO",8.53333333333333
"Hydrophobia Prophecy",8.50833333333333
"Car Mechanic Simulator 2015",8.50769230769231
"System Protocol One",8.5
"Clockwork Empires",8.5
"Airport Simulator 2014",8.5
"Nuclear Dawn",8.45833333333333
"The Night of the Rabbit",8.4
"Star Traders 4X Empires",8.4
"Rebuild 3 Gangs of Deadsville",8.4
"Earth 2150 The Moon Project",8.4
"Star Wolves 3 Civil War",8.375
Godus,8.36666666666667
"Prince of Persia Warrior Within",8.36666666666667
"Tom Clancy's Rainbow Six Vegas 2",8.36153846153846
"TrackMania United",8.35
"Spore Creepy & Cute Parts Pack",8.33636363636364
"Tea Party Simulator 2015",8.3
"Nancy Drew The Deadly Device",8.3
Gaokao.Love.100Days,8.3
Burgers,8.3
"The Bureau XCOM Declassified",8.29333333333333
"Crysis Warhead",8.27826086956522
"Scribblenauts Unlimited",8.26716417910448
"Brothers in Arms Road to Hill 30",8.25
"Alice Madness Returns",8.21111111111111
"Painkiller Recurring Evil",8.2
Creativerse,8.2
"Atlantica Online",8.2
"One Finger Death Punch",8.19090909090909
"Front Mission Evolved",8.18571428571429
"Chaos on Deponia",8.17
"Legends of Pegasus",8.13333333333333
"Full Mojo Rampage",8.13
"Blades of Time",8.11666666666667
"Stronghold 2",8.11333333333333
Hammerwatch,8.106
"Sam & Max 202 Moai Better Blues",8.1
"STAR WARS X-Wing vs. TIE Fighter",8.1
"Memoir '44 Online",8.1
Manyland,8.1
"Community College Hero Trial by Fire",8.1
Audiosurf,8.09875
"Resident Evil / biohazard HD REMASTER",8.09090909090909
"March of War",8.04705882352941
"Half-Life Source",8.02702702702703
"Divinity Dragon Commander",8.025
"Space Quest Collection",8.0
"Nom Nom Galaxy",8.0
"Faerie Solitaire",7.98
"LEGO The Lord of the Rings",7.95
"Clive Barker's Jericho",7.95
"Half-Life 2 Episode Two",7.94468085106383
"Space Hulk",7.93333333333333
"Dungeon Siege",7.90909090909091
Loadout,7.90847457627119
Obscure,7.9
"Kohan Immortal Sovereigns",7.9
"GunZ 2 The Second Duel",7.87971014492754
"Ys Origin",7.84285714285714
SMITE,7.82875
"Kingdom Wars",7.82608695652174
Devilian,7.81666666666667
"Zombie Grinder",7.8
Steredenn,7.8
"Mishap An Accidental Haunting",7.8
"Men of War Vietnam",7.8
"Incoming Forces",7.8
"Grow Home",7.79166666666667
"Child of Light",7.79090909090909
"Dark Messiah of Might & Magic Single Player",7.78421052631579
"Ticket to Ride",7.78333333333333
"THE KING OF FIGHTERS 2002 UNLIMITED MATCH",7.75
"MacGuffin's Curse",7.75
"F.E.A.R. 3",7.74339622641509
"Stronghold Crusader HD",7.72608695652174
Nosgoth,7.72456140350877
"Star Wars - Jedi Knight II Jedi Outcast",7.71
Overture,7.7
Love,7.7
"F.E.A.R. Extraction Point",7.7
Nether,7.69117647058824
"The Amazing Spider-Man",7.66666666666667
"Trine 3 The Artifacts of Power",7.65
"The Maw",7.64
Distance,7.64
"Just Cause 2 Multiplayer Mod",7.62558139534884
BioShock,7.61678321678322
"ToCA Race Driver 3",7.6
"Silent Storm Sentinels",7.6
"City of Heroes",7.6
"Blazing Angels Squadrons of WWII",7.6
"Axiom Verge",7.575
"Sunless Sea",7.57272727272727
"La Tale",7.56842105263158
"The Albino Hunter",7.56666666666667
"Mercenary Kings",7.56
Synergy,7.55454545454545
"Merchants of Kaidan",7.55
"MicroVolts Surge",7.5421052631579
"Secrets of Grindea",7.53333333333333
"Fairy Bloom Freesia",7.53333333333333
"Little Inferno",7.532
"BioShock 2",7.52727272727273
"The Testament of Sherlock Holmes",7.52352941176471
"Take On Helicopters",7.51428571428571
"Star Wars - Jedi Knight Mysteries of the Sith",7.5
Spectraball,7.5
"Prince of Persia The Two Thrones",7.5
"Lilly Looking Through",7.5
"Cubemen 2",7.5
"PAYDAY The Heist",7.4950495049505
QuestRun,7.48
"Starpoint Gemini 2",7.46923076923077
"Ys The Oath in Felghana",7.46666666666667
"Stronghold Crusader Extreme HD",7.46
"Worms Reloaded",7.432
BRINK,7.421875
"Nancy Drew The Captive Curse",7.4
"Lumino City",7.4
"Cast of the Seven Godsends",7.4
"Farming Simulator 2013 - Modding Tutorials",7.4
"Devil May Cry 4 Special Edition",7.36666666666667
"Ace of Spades",7.34084507042254
"Guns of Icarus Online",7.32058823529412
"The Walking Dead Survival Instinct",7.3
Stonehearth,7.3
"Dust An Elysian Tail",7.29565217391304
"Soldier Front 2",7.26923076923077
"A New Beginning - Final Cut",7.26666666666667
"Blitzkrieg 2 Anthology",7.26666666666667
"Call of Juarez Gunslinger",7.26170212765958
"Tom Clancy's H.A.W.X.",7.25
"GoD Factory Wingmen",7.25
"Command and Conquer Red Alert 3 - Uprising",7.24666666666667
"Of Orcs And Men",7.23333333333333
"METAL GEAR SOLID V GROUND ZEROES",7.22857142857143
"The Guild II Renaissance",7.21666666666667
"Wolfenstein The Old Blood ",7.20769230769231
"The Darkness II",7.20285714285714
Rotieer,7.2
Roguelands,7.2
"Nancy Drew Tomb of the Lost Queen",7.2
"Nancy Drew Danger By Design",7.2
"METAL SLUG X",7.2
"Grim Legends The Forsaken Bride",7.2
"Cloudberry Kingdom",7.2
"Buccaneer The Pursuit of Infamy",7.2
Influent,7.15
Fallout,7.15
Blur,7.14285714285714
"Midnight Club II",7.13333333333333
"Dirty Bomb",7.12974358974359
"Two Worlds Epic Edition",7.11578947368421
"Goat Simulator",7.10076923076923
"Take On Mars",7.1
"The Stomping Land",7.08888888888889
"Far Cry 3 Blood Dragon",7.0734693877551
"The Ball",7.06363636363636
"Hand Of Fate",7.06
"Sid Meier's Pirates!",7.05909090909091
Brawlhalla,7.05538461538462
"Zack Zero",7.03333333333333
"Traps N' Gemstones",7.0
"TransOcean The Shipping Company",7.0
"Starlaxis Supernova Edition",7.0
"Lego Star Wars 3 The Clone Wars",7.0
"Enemy Territory Quake Wars",7.0
"Dig or Die",7.0
"Cargo! - The quest for gravity",7.0
Armello,7.0
"Galaxy on Fire 2 Full HD",6.99166666666667
"How to Survive",6.99107142857143
"Worms Revolution",6.97916666666667
"Tomb Raider Underworld",6.97777777777778
"Star Wars Jedi Knight Dark Forces II",6.97
"Monday Night Combat",6.96842105263158
"Brilliant Bob",6.95
"Dragon Quest Heroes",6.95
Bardbarian,6.95
"GTR Evolution",6.93333333333333
Crysis,6.91090909090909
"Last Word",6.9
DARK,6.9
"BookWorm Deluxe",6.9
"Enforcer Police Crime Action",6.9
"Crysis 2 Maximum Edition",6.88651685393258
"resident evil 4 / biohazard 4",6.86428571428571
BeamNG.drive,6.85
Descent,6.8
"Jagged Alliance 2 - Wildfire ",6.8
"Castaway Paradise",6.8
"Abyss The Wraiths of Eden",6.8
Miscreated,6.775
"Monkey Island 2 Special Edition",6.76666666666667
"Wolfenstein The Old Blood German Edition",6.75
"Sniper Ghost Warrior 2",6.70277777777778
"WTFast Gamers Private Network (GPN)",6.7
"Skullgirls Endless Beta",6.7
"Salvation Prophecy",6.7
"Nancy Drew Curse of Blackmoor Manor ",6.7
"Holy Potatoes! A Weapon Shop?!",6.7
Greyfox,6.7
"Gorky 17",6.7
"Empire TV Tycoon",6.7
"Disciples Sacred Lands Gold",6.7
"Chroma Squad",6.7
"Cabela's Big Game Hunter Pro Hunts",6.7
"Nation Red",6.69230769230769
"From Dust",6.68125
"Metro 2033 Redux",6.67631578947368
"AION Free-to-Play",6.66666666666667
"Shoot Many Robots",6.64444444444444
"Wind of Luck Arena",6.64
"Minecraft Story Mode - A Telltale Games Series",6.62857142857143
"The Dark Eye Chains of Satinav",6.6
"Full Spectrum Warrior",6.6
"UFO Aftermath",6.6
"The Gate",6.6
"Puzzle Quest Galactrix",6.6
"Magic Barrage - Bitferno",6.6
"Hard Truck Apocalypse / Ex Machina",6.6
"Contraption Maker",6.6
BloodRayne,6.6
Deponia,6.58846153846154
"Lambda Wars Beta",6.5875
"Starbound - Unstable",6.57
"Arma 2 Operation Arrowhead Beta (Obsolete)",6.56551724137931
"Castle Crashers",6.55424836601307
"Call of Juarez The Cartel",6.55
"RaceRoom Racing Experience ",6.5462962962963
"12 Labours of Hercules III Girl Power",6.53333333333333
"War, the Game",6.5
"The Adventures of Tree",6.5
"Ship Simulator Maritime Search and Rescue",6.5
Overgrowth,6.5
"Magic The Gathering  Tactics",6.5
"Bob Was Hungry",6.5
Vindictus,6.46538461538462
"The Fifth Day",6.45
"Firefighters 2014",6.45
"Carmageddon 2 Carpocalypse Now",6.45
"Infinity Wars - Animated Trading Card Game",6.41333333333333
SPACECOM,6.4
"Mega Man Legacy Collection",6.4
"Doodle God",6.4
"Trine 2",6.38549618320611
"Devil May Cry 4",6.37222222222222
"Shufflepuck Cantina Deluxe VR",6.36666666666667
"District 187",6.36666666666667
TIS-100,6.35
"Dungeon Siege III",6.34516129032258
"Heroes of Scene",6.32
"War in a Box Paper Tanks",6.3
"Chuzzle Deluxe",6.3
"Lakeview Cabin Collection",6.275
"Blazing Angels 2 Secret Missions of WWII",6.26666666666667
"Resident Evil Revelations / Biohazard Revelations",6.26111111111111
"Legend of Grimrock 2",6.25714285714286
"Rising World",6.25
"Medal of Honor(TM) Multiplayer",6.2475
"Imperium Romanum Gold Edition",6.225
"Rune Classic",6.2
"Rivals of Aether",6.2
"Fiesta Online",6.2
"Fatty Maze's Adventures",6.2
"Automation - The Car Company Tycoon Game",6.2
"Airline Tycoon 2",6.2
"King Arthur II - The Role-playing Wargame",6.19230769230769
"Grim Fandango Remastered",6.19230769230769
"Pixel Piracy",6.18846153846154
"Octodad Dadliest Catch",6.175
"Battlestations Midway",6.175
"Hatoful Boyfriend",6.15714285714286
Anoxemia,6.15
"Arctic Combat",6.13333333333333
"Defender's Quest Valley of the Forgotten",6.125
"Insurgency Modern Infantry Combat",6.11492537313433
Krater,6.1
"Tales of Monkey Island Chapter 3 - Lair of the Leviathan ",6.1
"Sam & Max 205 What's New Beelzebub?",6.1
Mainland,6.1
Bastion,6.09252336448598
"A Game of Thrones - Genesis",6.09230769230769
"Dead Rising 2",6.08095238095238
"Warhammer 40,000 Dawn of War - Game of the Year Edition",6.07272727272727
"Brtal Legend",6.06388888888889
Minimum,6.06363636363636
"Gotham City Impostors",6.06153846153846
"Satellite Reign",6.06
"Creeper World 3 Arc Eternal",6.05
"LEGO Worlds",6.03571428571429
"DeathSpank Thongs Of Virtue",6.03333333333333
Cryostasis,6.03333333333333
"Universe Sandbox",6.006
"Frozen Synapse",6.00384615384615
"Shadow Warrior",6.003125
"War of the Vikings",6.0
"Prime World Defenders",6.0
NyxQuest,6.0
Monochroma,6.0
"Lost Saga North America",6.0
"Hegemony Rome The Rise of Caesar",6.0
"Finn and Jake's Epic Quest",6.0
"Call of Juarez",6.0
"Remember Me",5.976
"Carmageddon Reincarnation",5.975
"Mark of the Ninja",5.97323943661972
ArcaniA,5.97
"Death Rally",5.96666666666667
"Guacamelee! Gold Edition",5.96129032258065
"Hazard Ops",5.95714285714286
Multiwinia,5.95
"Jack Lumber",5.93333333333333
Divekick,5.93333333333333
"Turbo Dismount",5.93
"Nuclear Throne",5.92727272727273
"Zombies Monsters Robots",5.91785714285714
CastleStorm,5.91538461538462
"BattleBlock Theater",5.90283018867925
"Super Puzzle Platformer Deluxe",5.9
"Rising Angels Reborn",5.9
"Return to Mysterious Island 2",5.9
"Nightmares from the Deep 3 Davy Jones",5.9
"Nancy Drew The Haunted Carousel",5.9
"MechWarrior Online",5.9
"Enigmatis 2 The Mists of Ravenwood",5.9
"1953 NATO vs Warsaw Pact",5.9
"Sonic Adventure 2 ",5.85833333333333
F.E.A.R.,5.85833333333333
"Driver San Francisco",5.85
"Dead Island Epidemic",5.84251968503937
"Earth 2160",5.84
"Atom Zombie Smasher ",5.83157894736842
"Far Cry 2",5.81132075471698
"Poker Night at the Inventory",5.80606060606061
"Puzzle Dimension",5.8
"Nancy Drew Warnings at Waverly Academy",5.8
"East India Company Pirate Bay",5.8
"18 Wheels of Steel American Long Haul",5.8
"Sonic & All-Stars Racing Transformed",5.790625
"Folk Tale",5.775
"Why So Evil 2 Dystopia",5.76666666666667
"No Time To Explain Remastered",5.76666666666667
"Red Faction Armageddon",5.7530612244898
"Theatre of War",5.75
"No More Room in Hell",5.74434782608696
Transistor,5.74117647058824
Half-Life,5.73706896551724
"Sanctum 2",5.73584905660377
"Eden Star  Destroy - Build - Protect",5.73333333333333
"Burnout Paradise The Ultimate Box",5.73132530120482
"Viscera Cleanup Detail",5.70909090909091
"Half-Life 2 Episode One",5.70135135135135
"Stellar Impact",5.7
OlliOlli,5.7
"Into the Dark",5.7
"Conflict Denied Ops",5.7
"Broken Sword 2 - the Smoking Mirror Remastered",5.7
"Abandoned Chestnut Lodge Asylum",5.7
"Ski Region Simulator",5.7
"Hunted The Demon's Forge",5.68333333333333
"BLOCKADE 3D",5.68333333333333
"GUILTY GEAR Xrd -SIGN-",5.66666666666667
"Ascend Hand of Kul",5.66363636363636
"Castlevania Lords of Shadow - Ultimate Edition",5.66
"Men of War Red Tide",5.65714285714286
"SONIC THE HEDGEHOG 4 Episode II",5.65
Horizon,5.65
"Beat Hazard",5.64411764705882
"Block N Load",5.63260869565217
"Arma 2",5.6156462585034
"Call of Juarez Bound in Blood",5.6
Yesterday,5.6
"The Detail",5.6
"Robot Rescue Revolution",5.6
"Pro Evolution Soccer 2013",5.6
"Desperados - Wanted Dead or Alive",5.6
"Knights of Pen and Paper +1",5.58333333333333
Trine,5.57777777777778
"Painkiller Black Edition",5.56666666666667
Polarity,5.56153846153846
StarForge,5.55263157894737
"iBomber Defense",5.55
"Reprisal Universe",5.55
"Just Cause",5.55
"Brothers in Arms Hell's Highway",5.55
"S.K.I.L.L. - Special Force 2",5.53611111111111
"Teenage Mutant Ninja Turtles Out of the Shadows",5.53333333333333
"World in Conflict Soviet Assault",5.53333333333333
Eldritch,5.525
Stacking,5.525
"Hotline Miami",5.51276595744681
"SpaceForce Rogue Universe",5.5
"Nancy Drew Ghost of Thornton Hall",5.5
"Azure Striker Gunvolt",5.5
"NEO Scavenger",5.475
"F1 Race Stars",5.475
Portal,5.47434052757794
"Fahrenheit Indigo Prophecy Remastered",5.46666666666667
"Democracy 3",5.46071428571429
"Soccer Manager 2015",5.45833333333333
Altitude,5.45384615384615
"Dreamfall The Longest Journey",5.45
"Broken Sword 1 - Shadow of the Templars Director's Cut",5.44
"Scribblenauts Unmasked",5.4375
"Guns and Robots",5.43666666666667
"Nightmares from the Deep 2 The Siren`s Call",5.43333333333333
"Lucius II",5.43333333333333
"Small World 2",5.425
Despair,5.425
"DUNGEONS - The Dark Lord (Steam Special Edition)",5.42
"DiRT Showdown",5.41739130434783
"POSTAL 2",5.41
"fault milestone one",5.4
"Volgarr the Viking",5.4
"Rugby Challenge 2",5.4
"Nancy Drew Ransom of the Seven Ships ",5.4
"Nancy Drew Danger on Deception Island ",5.4
"King of Dragon Pass",5.4
"SUPER DISTRO",5.4
"Poly Bridge",5.38333333333333
"The Legend of Korra",5.38333333333333
"Road Redemption",5.38333333333333
Outlast,5.38169014084507
GameGuru,5.375
"Portal Stories Mel",5.3625
Voxelized,5.35
"Loadout Campaign Beta",5.34736842105263
"Ghost Master",5.32857142857143
Battlepaths,5.32
"Quantum Conundrum",5.31818181818182
"Star Wars The Force Unleashed Ultimate Sith Edition",5.31212121212121
"Gothic 3 Forsaken Gods Enhanced Edition",5.3
"Star Wars The Force Unleashed II",5.3
"Rogue Trooper",5.3
Redshirt,5.3
"Pride of Nations",5.3
"Earth 2150 Lost Souls",5.3
"Choice Chamber",5.3
"Cherry Tree High I! My! Girls!",5.3
"Bullet Heaven 2",5.3
"bit Dungeon II",5.25
"Kingdom Tales 2",5.25
Convoy,5.25
"Sniper Elite Nazi Zombie Army",5.23913043478261
"Shattered Horizon",5.23333333333333
"Penguins Arena Sedna's World",5.225
"Alien Swarm",5.2076124567474
"Everlasting Summer",5.20263157894737
"The Magic Circle",5.2
"The Clockwork Man The Hidden World",5.2
"Disciples III Resurrection",5.2
"Build-A-Lot 2",5.2
"DiRT 3 Complete Edition",5.19473684210526
"MURDERED SOUL SUSPECT",5.19444444444444
"Call of Duty 2",5.1875
Psychonauts,5.15714285714286
Robotex,5.15
"Alien Breed 2 Assault",5.14285714285714
"Dead Realm",5.13333333333333
"MX vs. ATV Reflex",5.12857142857143
"Shantae and the Pirate's Curse",5.125
"Poker Night 2",5.11428571428571
"Aura Kingdom",5.10731707317073
Aftermath,5.10185185185185
"Ys VI The Ark of Napishtim",5.1
Windborne,5.1
"Speed Kills",5.1
Reversi,5.1
"Portal of Evil Stolen Runes Collector's Edition",5.1
"Nancy Drew Ghost Dogs of Moon Lake ",5.1
"Hamlet or the last game without MMORPG features, shaders and product placement",5.1
"Geometry Wars 3 Dimensions Evolved",5.1
"Diner Dash Hometown Hero",5.1
Autocraft,5.1
"9 Clues 2 The Ward",5.1
"Deus Ex Game of the Year Edition",5.08918918918919
"ORION Prelude",5.08875
"X-COM Apocalypse",5.08333333333333
